epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.03,0,,,,,,,
0,,49,,0.016537455841898918,,,,,
0,,99,,0.01674320548772812,,,,,
0,,149,,0.018413227051496506,,,,,
0,,199,,0.01645955629646778,,,,,
0,,249,,0.012429860420525074,,,,,
0,,299,,0.011302606202661991,,,,,
0,,349,,0.009004934690892696,,,,,
0,,399,,0.014452867209911346,,,,,
0,,449,,0.015279706567525864,,,,,
0,,499,,0.009286344982683659,,,,,
0,,549,,0.014209707267582417,,,,,
0,,599,,0.012230601161718369,,,,,
0,,646,,,0.01637059450149536,1.000044584274292,0.021268267184495926,1.9997750520706177,0.01637032814323902
0,,646,0.013564464636147022,,,,,,
,0.03,647,,,,,,,
1,,649,,0.012538443319499493,,,,,
1,,699,,0.014679514802992344,,,,,
1,,749,,0.015345931053161621,,,,,
1,,799,,0.010122818872332573,,,,,
1,,849,,0.009633210487663746,,,,,
1,,899,,0.011532670818269253,,,,,
1,,949,,0.011361990123987198,,,,,
1,,999,,0.013270796276628971,,,,,
1,,1049,,0.010618746280670166,,,,,
1,,1099,,0.017399365082383156,,,,,
1,,1149,,0.01532924734055996,,,,,
1,,1199,,0.011402953416109085,,,,,
1,,1249,,0.013341763988137245,,,,,
1,,1293,,,0.016370592638850212,1.0000442266464233,0.021268269047141075,1.9997766017913818,0.016370315104722977
1,,1293,0.013450019992887974,,,,,,
,0.03,1294,,,,,,,
2,,1299,,0.01293347217142582,,,,,
2,,1349,,0.012204923667013645,,,,,
2,,1399,,0.01293678767979145,,,,,
2,,1449,,0.010514624416828156,,,,,
2,,1499,,0.00924329087138176,,,,,
2,,1549,,0.01261548325419426,,,,,
2,,1599,,0.012726500630378723,,,,,
2,,1649,,0.01621233858168125,,,,,
2,,1699,,0.013090199790894985,,,,,
2,,1749,,0.011928358115255833,,,,,
2,,1799,,0.01571778953075409,,,,,
2,,1849,,0.011504282243549824,,,,,
2,,1899,,0.009953480213880539,,,,,
2,,1940,,,0.016370592638850212,1.0000429153442383,0.021268269047141075,1.9997820854187012,0.01637028157711029
2,,1940,0.013440907001495361,,,,,,
,0.03,1941,,,,,,,
3,,1949,,0.016161765903234482,,,,,
3,,1999,,0.010292492806911469,,,,,
3,,2049,,0.01184002310037613,,,,,
3,,2099,,0.015755143016576767,,,,,
3,,2149,,0.009768626652657986,,,,,
3,,2199,,0.015201065689325333,,,,,
3,,2249,,0.011138828471302986,,,,,
3,,2299,,0.012992199510335922,,,,,
3,,2349,,0.012877421453595161,,,,,
3,,2399,,0.016175605356693268,,,,,
3,,2449,,0.011996088549494743,,,,,
3,,2499,,0.014781156554818153,,,,,
3,,2549,,0.015405254438519478,,,,,
3,,2587,,,0.016370810568332672,1.0002965927124023,0.021268265321850777,1.9982885122299194,0.016368623822927475
3,,2587,0.01344666350632906,,,,,,
,0.03,2588,,,,,,,
4,,2599,,0.011496060527861118,,,,,
4,,2649,,0.013423943892121315,,,,,
4,,2699,,0.014621907845139503,,,,,
4,,2749,,0.01441623643040657,,,,,
4,,2799,,0.01035830657929182,,,,,
4,,2849,,0.013406439684331417,,,,,
4,,2899,,0.013945134356617928,,,,,
4,,2949,,0.017869843170046806,,,,,
4,,2999,,0.015490238554775715,,,,,
4,,3049,,0.010984675958752632,,,,,
4,,3099,,0.011012093164026737,,,,,
4,,3149,,0.008339360356330872,,,,,
4,,3199,,0.013392253778874874,,,,,
4,,3234,,,0.016370998695492744,1.0004428625106812,0.021268269047141075,1.9972434043884277,0.016370702534914017
4,,3234,0.013826759532094002,,,,,,
,0.03,3235,,,,,,,
5,,3249,,0.013643547892570496,,,,,
5,,3299,,0.01168917492032051,,,,,
5,,3349,,0.0124978544190526,,,,,
5,,3399,,0.012923487462103367,,,,,
5,,3449,,0.015324734151363373,,,,,
