epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.05,0,,,,,,,
0,,49,,0.0060905832797288895,,,,,
0,,99,,0.006894310470670462,,,,,
0,,128,,,0.02024356834590435,1.2694660425186157,0.024975381791591644,1.6874943971633911,0.011891257017850876
0,,128,0.006611914373934269,,,,,,
,0.05,129,,,,,,,
1,,149,,0.0052740611135959625,,,,,
1,,199,,0.006395676173269749,,,,,
1,,249,,0.004307345021516085,,,,,
1,,257,,,0.02017873339354992,1.2766779661178589,0.02478225901722908,1.7249830961227417,0.01086514350026846
1,,257,0.006025964859873056,,,,,,
,0.05,258,,,,,,,
2,,299,,0.006541116163134575,,,,,
2,,349,,0.0037075162399560213,,,,,
2,,386,,,0.019820770248770714,1.424844741821289,0.024777088314294815,1.7134138345718384,0.010999317280948162
2,,386,0.005969207733869553,,,,,,
,0.05,387,,,,,,,
3,,399,,0.0032341168262064457,,,,,
3,,449,,0.009783463552594185,,,,,
3,,499,,0.006146711762994528,,,,,
3,,515,,,0.0199265293776989,1.2940627336502075,0.0247550830245018,1.6847630739212036,0.011026522144675255
3,,515,0.005994508508592844,,,,,,
,0.05,516,,,,,,,
4,,549,,0.00680109579116106,,,,,
4,,599,,0.004808099940419197,,,,,
4,,644,,,0.020492173731327057,1.476004958152771,0.02500448375940323,1.6679704189300537,0.01120139379054308
4,,644,0.00593467615544796,,,,,,
,0.05,645,,,,,,,
5,,649,,0.006776741705834866,,,,,
5,,699,,0.0037153158336877823,,,,,
5,,749,,0.007120699156075716,,,,,
5,,773,,,0.021461045369505882,2.2614214420318604,0.025769127532839775,1.5506535768508911,0.011630699038505554
5,,773,0.005915638525038958,,,,,,
,0.05,774,,,,,,,
6,,799,,0.00594205129891634,,,,,
6,,849,,0.004599361214786768,,,,,
6,,899,,0.0033177423756569624,,,,,
6,,902,,,0.020039111375808716,1.1264638900756836,0.0247211717069149,1.7872097492218018,0.011746273376047611
6,,902,0.005972915329039097,,,,,,
,0.025,903,,,,,,,
7,,949,,0.006708209402859211,,,,,
7,,999,,0.005318596959114075,,,,,
7,,1031,,,0.020368322730064392,1.227586269378662,0.02503237873315811,1.8078678846359253,0.0114224161952734
7,,1031,0.005944862030446529,,,,,,
,0.025,1032,,,,,,,
8,,1049,,0.005453896708786488,,,,,
8,,1099,,0.003634523833170533,,,,,
8,,1149,,0.004966328851878643,,,,,
8,,1160,,,0.02005731128156185,1.118022084236145,0.02475595474243164,1.7946165800094604,0.011464212089776993
8,,1160,0.0059298924170434475,,,,,,
,0.025,1161,,,,,,,
9,,1199,,0.0057772984728217125,,,,,
9,,1249,,0.006165675353258848,,,,,
9,,1289,,,0.02108607441186905,1.6574327945709229,0.02553638257086277,1.664486289024353,0.01162732858210802
9,,1289,0.005904129706323147,,,,,,
,0.025,1290,,,,,,,
10,,1299,,0.005905899219214916,,,,,
10,,1349,,0.004276519175618887,,,,,
10,,1399,,0.005646044388413429,,,,,
10,,1418,,,0.01996639370918274,1.058349609375,0.024703478440642357,1.8589192628860474,0.011503402143716812
10,,1418,0.00590228196233511,,,,,,
,0.025,1419,,,,,,,
11,,1449,,0.005041177850216627,,,,,
11,,1499,,0.005651583895087242,,,,,
11,,1547,,,0.020446185022592545,1.258780598640442,0.02509487047791481,1.7777636051177979,0.011399893090128899
11,,1547,0.00589909078553319,,,,,,
