epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.05,0,,,,,,,
0,,49,,0.013320324942469597,,,,,
0,,99,,0.008065914735198021,,,,,
0,,149,,0.012949646450579166,,,,,
0,,199,,0.015072878450155258,,,,,
0,,249,,0.014574682340025902,,,,,
0,,299,,0.009394408203661442,,,,,
0,,349,,0.013071090914309025,,,,,
0,,399,,0.010026882402598858,,,,,
0,,449,,0.009172547608613968,,,,,
0,,499,,0.01747210882604122,,,,,
0,,549,,0.011082673445343971,,,,,
0,,599,,0.0136088402941823,,,,,
0,,649,,0.008212695829570293,,,,,
0,,699,,0.016491534188389778,,,,,
0,,749,,0.01676127314567566,,,,,
0,,799,,0.016072595492005348,,,,,
0,,849,,0.012166276574134827,,,,,
0,,899,,0.012437954545021057,,,,,
0,,949,,0.019955964758992195,,,,,
0,,999,,0.018009398132562637,,,,,
0,,1049,,0.011946422047913074,,,,,
0,,1099,,0.01199684664607048,,,,,
0,,1149,,0.014298606663942337,,,,,
0,,1199,,0.0094749229028821,,,,,
0,,1249,,0.009503675624728203,,,,,
0,,1294,,,0.016370564699172974,0.9999966025352478,0.020843615755438805,1.9999932050704956,0.016370564699172974
0,,1294,0.01384167280048132,,,,,,
,0.05,1295,,,,,,,
1,,1299,,0.011919301934540272,,,,,
1,,1349,,0.02024187333881855,,,,,
1,,1399,,0.013030683621764183,,,,,
1,,1449,,0.009942655451595783,,,,,
1,,1499,,0.010391611605882645,,,,,
1,,1549,,0.014433395117521286,,,,,
1,,1599,,0.01777508668601513,,,,,
1,,1649,,0.01139792799949646,,,,,
1,,1699,,0.01944190263748169,,,,,
1,,1749,,0.008597694337368011,,,,,
1,,1799,,0.02405634894967079,,,,,
1,,1849,,0.014877434819936752,,,,,
1,,1899,,0.010117791593074799,,,,,
1,,1949,,0.021200748160481453,,,,,
1,,1999,,0.010306059382855892,,,,,
1,,2049,,0.012204647064208984,,,,,
1,,2099,,0.010656032711267471,,,,,
1,,2149,,0.01364554651081562,,,,,
1,,2199,,0.0070659019984304905,,,,,
1,,2249,,0.010079646483063698,,,,,
1,,2299,,0.01467638649046421,,,,,
1,,2349,,0.0195498988032341,,,,,
1,,2399,,0.012393741868436337,,,,,
1,,2449,,0.01269468292593956,,,,,
1,,2499,,0.012701804749667645,,,,,
1,,2549,,0.01638135127723217,,,,,
1,,2589,,,0.016370564699172974,0.9999966025352478,0.020843615755438805,1.9999932050704956,0.016370564699172974
1,,2589,0.013436425477266312,,,,,,
,0.05,2590,,,,,,,
2,,2599,,0.010645377449691296,,,,,
2,,2649,,0.017006438225507736,,,,,
2,,2699,,0.011485990136861801,,,,,
2,,2749,,0.007907338440418243,,,,,
2,,2799,,0.013100572861731052,,,,,
2,,2849,,0.009146902710199356,,,,,
2,,2899,,0.014876045286655426,,,,,
2,,2949,,0.012937963008880615,,,,,
2,,2999,,0.006032200530171394,,,,,
2,,3049,,0.010873471386730671,,,,,
2,,3099,,0.007528556976467371,,,,,
2,,3149,,0.01700383611023426,,,,,
2,,3199,,0.012423019856214523,,,,,
2,,3249,,0.009678708389401436,,,,,
2,,3299,,0.019273273646831512,,,,,
2,,3349,,0.011759745888411999,,,,,
2,,3399,,0.014144961722195148,,,,,
2,,3449,,0.013195807114243507,,,,,
2,,3499,,0.01273215189576149,,,,,
2,,3549,,0.01981966383755207,,,,,
2,,3599,,0.015540547668933868,,,,,
2,,3649,,0.012466015294194221,,,,,
2,,3699,,0.015810681506991386,,,,,
2,,3749,,0.008224837481975555,,,,,
2,,3799,,0.012863083742558956,,,,,
2,,3849,,0.008466900326311588,,,,,
2,,3884,,,0.016370564699172974,0.9999966025352478,0.020843615755438805,1.9999932050704956,0.016370564699172974
2,,3884,0.013443869538605213,,,,,,
,0.05,3885,,,,,,,
3,,3899,,0.011868973262608051,,,,,
3,,3949,,0.013837937265634537,,,,,
3,,3999,,0.01550318580120802,,,,,
3,,4049,,0.015162813477218151,,,,,
3,,4099,,0.014092469587922096,,,,,
3,,4149,,0.014722811989486217,,,,,
3,,4199,,0.016501592472195625,,,,,
3,,4249,,0.014341726899147034,,,,,
3,,4299,,0.015650972723960876,,,,,
3,,4349,,0.012553616426885128,,,,,
3,,4399,,0.013075803406536579,,,,,
3,,4449,,0.016572240740060806,,,,,
3,,4499,,0.013161379843950272,,,,,
3,,4549,,0.008204546757042408,,,,,
3,,4599,,0.013892406597733498,,,,,
3,,4649,,0.011431233957409859,,,,,
3,,4699,,0.01753474399447441,,,,,
3,,4749,,0.009974678047001362,,,,,
3,,4799,,0.007150156423449516,,,,,
3,,4849,,0.02135075256228447,,,,,
3,,4899,,0.013440340757369995,,,,,
3,,4949,,0.006169530563056469,,,,,
3,,4999,,0.017010493203997612,,,,,
3,,5049,,0.013147430494427681,,,,,
3,,5099,,0.013392657972872257,,,,,
3,,5149,,0.010401633568108082,,,,,
3,,5179,,,0.016370564699172974,0.9999966025352478,0.020843615755438805,1.9999932050704956,0.016370564699172974
3,,5179,0.013443158008158207,,,,,,
,0.05,5180,,,,,,,
4,,5199,,0.011777144856750965,,,,,
4,,5249,,0.013872082345187664,,,,,
4,,5299,,0.01603333279490471,,,,,
4,,5349,,0.01244931947439909,,,,,
4,,5399,,0.012499392963945866,,,,,
4,,5449,,0.013074611313641071,,,,,
4,,5499,,0.013782273977994919,,,,,
4,,5549,,0.01284991204738617,,,,,
4,,5599,,0.01470597181469202,,,,,
4,,5649,,0.011016679927706718,,,,,
4,,5699,,0.013320236466825008,,,,,
4,,5749,,0.014093605801463127,,,,,
4,,5799,,0.012328813783824444,,,,,
4,,5849,,0.006667600944638252,,,,,
4,,5899,,0.01564689911901951,,,,,
4,,5949,,0.013418912887573242,,,,,
4,,5999,,0.014416453428566456,,,,,
4,,6049,,0.012806490063667297,,,,,
4,,6099,,0.012233958579599857,,,,,
4,,6149,,0.01367686502635479,,,,,
4,,6199,,0.011099888011813164,,,,,
4,,6249,,0.013127882033586502,,,,,
4,,6299,,0.012315512634813786,,,,,
4,,6349,,0.014282885007560253,,,,,
4,,6399,,0.013723143376410007,,,,,
4,,6449,,0.01586918719112873,,,,,
4,,6474,,,0.016370564699172974,0.9999966025352478,0.020843615755438805,1.9999932050704956,0.016370564699172974
4,,6474,0.013444118201732635,,,,,,
,0.05,6475,,,,,,,
5,,6499,,0.011866187676787376,,,,,
5,,6549,,0.013510223478078842,,,,,
5,,6599,,0.010682729072868824,,,,,
5,,6649,,0.011456502601504326,,,,,
5,,6699,,0.013711601495742798,,,,,
5,,6749,,0.01321161724627018,,,,,
5,,6799,,0.011827273294329643,,,,,
5,,6849,,0.015185683034360409,,,,,
5,,6899,,0.01852729357779026,,,,,
5,,6949,,0.011485598981380463,,,,,
5,,6999,,0.015614359639585018,,,,,
5,,7049,,0.011241372674703598,,,,,
5,,7099,,0.007524161133915186,,,,,
5,,7149,,0.010815666057169437,,,,,
5,,7199,,0.014133394695818424,,,,,
5,,7249,,0.013180404901504517,,,,,
5,,7299,,0.013421098701655865,,,,,
5,,7349,,0.010958542115986347,,,,,
5,,7399,,0.011635029688477516,,,,,
5,,7449,,0.014951744116842747,,,,,
5,,7499,,0.013503840193152428,,,,,
5,,7549,,0.011708101257681847,,,,,
5,,7599,,0.012538151815533638,,,,,
5,,7649,,0.01896090805530548,,,,,
5,,7699,,0.00979930441826582,,,,,
5,,7749,,0.013215495273470879,,,,,
5,,7769,,,0.016370564699172974,0.9999966025352478,0.020843615755438805,1.9999932050704956,0.016370564699172974
5,,7769,0.013440568931400776,,,,,,
,0.025,7770,,,,,,,
6,,7799,,0.008449438028037548,,,,,
6,,7849,,0.013296471908688545,,,,,
6,,7899,,0.012289287522435188,,,,,
6,,7949,,0.011285273358225822,,,,,
6,,7999,,0.015064483508467674,,,,,
6,,8049,,0.01541399210691452,,,,,
6,,8099,,0.01064150407910347,,,,,
6,,8149,,0.015445034950971603,,,,,
6,,8199,,0.01804831065237522,,,,,
6,,8249,,0.01146826334297657,,,,,
6,,8299,,0.013975814916193485,,,,,
6,,8349,,0.013018243946135044,,,,,
6,,8399,,0.016291866078972816,,,,,
6,,8449,,0.014508265070617199,,,,,
6,,8499,,0.012102182023227215,,,,,
6,,8549,,0.019860990345478058,,,,,
6,,8599,,0.014449268579483032,,,,,
6,,8649,,0.013741477392613888,,,,,
6,,8699,,0.013875235803425312,,,,,
6,,8749,,0.01168462261557579,,,,,
6,,8799,,0.01687278412282467,,,,,
6,,8849,,0.016909509897232056,,,,,
6,,8899,,0.011109387502074242,,,,,
6,,8949,,0.011170083656907082,,,,,
6,,8999,,0.023106137290596962,,,,,
6,,9049,,0.0203465037047863,,,,,
6,,9064,,,0.016370564699172974,0.9999966025352478,0.020843615755438805,1.9999932050704956,0.016370564699172974
6,,9064,0.013440589420497417,,,,,,
,0.025,9065,,,,,,,
7,,9099,,0.01049754023551941,,,,,
7,,9149,,0.007090057246387005,,,,,
7,,9199,,0.007644414436072111,,,,,
7,,9249,,0.009361965581774712,,,,,
7,,9299,,0.01190873235464096,,,,,
7,,9349,,0.024906041100621223,,,,,
7,,9399,,0.009879002347588539,,,,,
7,,9449,,0.013577799312770367,,,,,
7,,9499,,0.014049715362489223,,,,,
7,,9549,,0.019852636381983757,,,,,
7,,9599,,0.012340125627815723,,,,,
7,,9649,,0.014182107523083687,,,,,
7,,9699,,0.009501703083515167,,,,,
7,,9749,,0.01170382834970951,,,,,
7,,9799,,0.014865467324852943,,,,,
7,,9849,,0.012301821261644363,,,,,
7,,9899,,0.01528541836887598,,,,,
7,,9949,,0.010792935267090797,,,,,
7,,9999,,0.016454555094242096,,,,,
7,,10049,,0.008920780383050442,,,,,
7,,10099,,0.01150799822062254,,,,,
7,,10149,,0.012136463075876236,,,,,
7,,10199,,0.01026793010532856,,,,,
7,,10249,,0.015009460970759392,,,,,
7,,10299,,0.013009602203965187,,,,,
7,,10349,,0.009643521159887314,,,,,
7,,10359,,,0.016370564699172974,0.9999966025352478,0.020843615755438805,1.9999932050704956,0.016370564699172974
7,,10359,0.013436200097203255,,,,,,
,0.025,10360,,,,,,,
8,,10399,,0.012564298696815968,,,,,
8,,10449,,0.010481447912752628,,,,,
8,,10499,,0.010505668818950653,,,,,
8,,10549,,0.01596919260919094,,,,,
8,,10599,,0.011628733016550541,,,,,
8,,10649,,0.012852349318563938,,,,,
8,,10699,,0.010071368888020515,,,,,
8,,10749,,0.008790952153503895,,,,,
8,,10799,,0.011973314918577671,,,,,
8,,10849,,0.020593177527189255,,,,,
8,,10899,,0.014963996596634388,,,,,
8,,10949,,0.014525815844535828,,,,,
8,,10999,,0.0077910590916872025,,,,,
8,,11049,,0.013600030913949013,,,,,
8,,11099,,0.01362358033657074,,,,,
8,,11149,,0.009984882548451424,,,,,
8,,11199,,0.01150442473590374,,,,,
8,,11249,,0.01234217919409275,,,,,
8,,11299,,0.018096961081027985,,,,,
8,,11349,,0.016910992562770844,,,,,
8,,11399,,0.021228546276688576,,,,,
8,,11449,,0.017978889867663383,,,,,
8,,11499,,0.015012258663773537,,,,,
8,,11549,,0.01145181804895401,,,,,
8,,11599,,0.012064705602824688,,,,,
8,,11649,,0.01078667864203453,,,,,
8,,11654,,,0.016370564699172974,0.9999966025352478,0.020843615755438805,1.9999932050704956,0.016370564699172974
8,,11654,0.01344095729291439,,,,,,
,0.025,11655,,,,,,,
9,,11699,,0.006929013878107071,,,,,
9,,11749,,0.014479933306574821,,,,,
9,,11799,,0.01929640583693981,,,,,
9,,11849,,0.015964718535542488,,,,,
9,,11899,,0.013187220320105553,,,,,
9,,11949,,0.011804169043898582,,,,,
9,,11999,,0.016632381826639175,,,,,
9,,12049,,0.011137343011796474,,,,,
9,,12099,,0.020321251824498177,,,,,
9,,12149,,0.018327346071600914,,,,,
9,,12199,,0.015704797580838203,,,,,
9,,12249,,0.01308029517531395,,,,,
9,,12299,,0.010996878147125244,,,,,
9,,12349,,0.014111788012087345,,,,,
9,,12399,,0.009556927718222141,,,,,
9,,12449,,0.01528337225317955,,,,,
9,,12499,,0.019204169511795044,,,,,
9,,12549,,0.01290472224354744,,,,,
9,,12599,,0.012541061267256737,,,,,
9,,12649,,0.014629555866122246,,,,,
9,,12699,,0.009442306123673916,,,,,
9,,12749,,0.011515981517732143,,,,,
9,,12799,,0.015562654472887516,,,,,
9,,12849,,0.012453129515051842,,,,,
9,,12899,,0.007249387446790934,,,,,
9,,12949,,0.010269188322126865,,,,,
9,,12949,,,0.016370564699172974,0.9999966025352478,0.020843615755438805,1.9999932050704956,0.016370564699172974
9,,12949,0.013442965224385262,,,,,,
,0.025,12950,,,,,,,
10,,12999,,0.011153669096529484,,,,,
10,,13049,,0.011012372560799122,,,,,
10,,13099,,0.007313174195587635,,,,,
10,,13149,,0.01153604220598936,,,,,
10,,13199,,0.009326298721134663,,,,,
10,,13249,,0.00945406686514616,,,,,
10,,13299,,0.010541621595621109,,,,,
10,,13349,,0.009095335379242897,,,,,
10,,13399,,0.00974357221275568,,,,,
10,,13449,,0.009316246956586838,,,,,
10,,13499,,0.010112714022397995,,,,,
10,,13549,,0.016316652297973633,,,,,
10,,13599,,0.013508236035704613,,,,,
10,,13649,,0.012873899191617966,,,,,
10,,13699,,0.012075337581336498,,,,,
10,,13749,,0.01499620359390974,,,,,
10,,13799,,0.008038843050599098,,,,,
10,,13849,,0.009178131818771362,,,,,
10,,13899,,0.008575383573770523,,,,,
10,,13949,,0.013614163734018803,,,,,
10,,13999,,0.012117594480514526,,,,,
10,,14049,,0.011332908645272255,,,,,
10,,14099,,0.011982414871454239,,,,,
10,,14149,,0.016666127368807793,,,,,
10,,14199,,0.015336859971284866,,,,,
10,,14244,,,0.016370564699172974,0.9999966025352478,0.020843615755438805,1.9999932050704956,0.016370564699172974
10,,14244,0.013442929834127426,,,,,,
